	A	91	St John's	Canada	Atlantic Property Management Ltd		property_management	136 Crosbie Rd	(709) 722-3800								overture:05fba038-1f1a-4d12-bc68-e44ab8b63594	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.crosbiegroup.com										Permissive	Qualification	https://explore.overturemaps.org/#id=05fba038-1f1a-4d12-bc68-e44ab8b63594	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:05fba038-1f1a-4d12-bc68-e44ab8b63594	crosbiegroup.com	7097223800	atlantic property management ltd	St John's	Canada	PERMISSIVE	domain:crosbiegroup.com
	A	91	Avon	USA	Cornerstone Managed Properties		property_management	33699 Lear Industrial Pkwy	(440) 937-3777								overture:1845ecf4-944e-40aa-bac6-947447e98cb6	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.cornerstonemanagedproperties.com										Permissive	Qualification	https://explore.overturemaps.org/#id=1845ecf4-944e-40aa-bac6-947447e98cb6	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:1845ecf4-944e-40aa-bac6-947447e98cb6	cornerstonemanagedproperties.com	4409373777	cornerstone managed properties	Avon	USA	PERMISSIVE	domain:cornerstonemanagedproperties.com
	A	91	Ontario	USA	Real Property Management Midwest		property_management	2059 Park Avenue West	4192169646								overture:7a4c584c-c51b-4282-b974-3d8715c634a9	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.connectionrpm.com/?cid=LSTL_RPM000223										Permissive	Qualification	https://explore.overturemaps.org/#id=7a4c584c-c51b-4282-b974-3d8715c634a9	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:7a4c584c-c51b-4282-b974-3d8715c634a9	connectionrpm.com	4192169646	real property management midwest	Ontario	USA	PERMISSIVE	domain:connectionrpm.com
	A	91	Brecksville	USA	Remax Trinity Property Management - Bob Collett		real_estate_agent	7570 Chippewa Rd	(216) 650-6915								overture:98dd1064-4ea1-43d8-8f31-6cd76bdd0b0e	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.bobcollett.com										Permissive	Qualification	https://explore.overturemaps.org/#id=98dd1064-4ea1-43d8-8f31-6cd76bdd0b0e	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:98dd1064-4ea1-43d8-8f31-6cd76bdd0b0e	bobcollett.com	2166506915	remax trinity property management bob collett	Brecksville	USA	PERMISSIVE	domain:bobcollett.com
	A	91	Columbus	USA	All County Portfolio Property Management		property_management	1733 W Lane Ave	6147687200								overture:02c26486-bd4e-444c-93fa-0bcfe759e93c	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://allcountyportfolio.com/										Medium	Recall-first	https://explore.overturemaps.org/#id=02c26486-bd4e-444c-93fa-0bcfe759e93c	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:02c26486-bd4e-444c-93fa-0bcfe759e93c	allcountyportfolio.com	6147687200	all county portfolio property management	Columbus	USA	MEDIUM	domain:allcountyportfolio.com
	A	91	Fairview Park	USA	All County NEO Lake Coast Property Management		property_management	22021 Brookpark Rd Ste 141	4402802100								overture:8ccf29a6-a351-49e9-af2c-095b029608ba	2026-08-15T22:23:34.561259Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://allcountylc.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=8ccf29a6-a351-49e9-af2c-095b029608ba	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:8ccf29a6-a351-49e9-af2c-095b029608ba	allcountylc.com	4402802100	all county neo lake coast property management	Fairview Park	USA	PERMISSIVE	domain:allcountylc.com
	A	91	Yelm	USA	John L Scott- Yelm Property Management		real_estate_service	106 Plaza Dr SE Ste B1	(360) 458-4200								overture:fe089bb6-3bc1-4e95-b263-11e0bd4df7ec	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://yelmpropertymanagement.com										Permissive	Qualification	https://explore.overturemaps.org/#id=fe089bb6-3bc1-4e95-b263-11e0bd4df7ec	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:fe089bb6-3bc1-4e95-b263-11e0bd4df7ec	yelmpropertymanagement.com	3604584200	john l scott yelm property management	Yelm	USA	PERMISSIVE	domain:yelmpropertymanagement.com
	A	91	Chelan	USA	Stay Vacation Homes		holiday_rental_home	324 W Highland Ave	+12066079215								overture:492b516a-972d-4330-8dda-5bad6b4417ae	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.stayvacationhomes.com										Permissive	Qualification	https://explore.overturemaps.org/#id=492b516a-972d-4330-8dda-5bad6b4417ae	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:492b516a-972d-4330-8dda-5bad6b4417ae	stayvacationhomes.com	12066079215	stay vacation homes	Chelan	USA	PERMISSIVE	domain:stayvacationhomes.com
	A	91	Gig Harbor	USA	Soundview Property Management		property_management	5775 Soundview Dr Ste 102	2535146520								overture:330c338f-b652-48eb-88df-7d7fa0560f70	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.soundviewpm.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=330c338f-b652-48eb-88df-7d7fa0560f70	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:330c338f-b652-48eb-88df-7d7fa0560f70	soundviewpm.com	2535146520	soundview property management	Gig Harbor	USA	PERMISSIVE	domain:soundviewpm.com
	A	91	Ste-Thérèse-de-Gaspé	Canada	Chalet du Pont Rouge		ski_resort	149 Chemin de St-Isidore	+14183852664								overture:639f5f08-ff92-47c7-860a-997b06814744	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://skidefondchaletpontrouge.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=639f5f08-ff92-47c7-860a-997b06814744	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:639f5f08-ff92-47c7-860a-997b06814744	skidefondchaletpontrouge.com	14183852664	chalet du pont rouge	Ste-Thérèse-de-Gaspé	Canada	PERMISSIVE	domain:skidefondchaletpontrouge.com
	A	91	Clackamas	USA	Real Property Management Oregon's Finest		property_management	9142 SE Saint Helens St	5038504508								overture:cabe9cdd-fb11-4564-9d22-9adbc645de62	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.rpmoregonsfinest.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=cabe9cdd-fb11-4564-9d22-9adbc645de62	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:cabe9cdd-fb11-4564-9d22-9adbc645de62	rpmoregonsfinest.com	5038504508	real property management oregon s finest	Clackamas	USA	PERMISSIVE	domain:rpmoregonsfinest.com
	A	91	Portland	USA	Real Property Management Expand			825 NE 20th Ave Ste f	9712294555								overture:58e04ebe-4083-4e50-ac5e-0cc4aaccb6ea	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.rpmexpand.com/?cid=LSTL_RPM000223										Permissive	Qualification	https://explore.overturemaps.org/#id=58e04ebe-4083-4e50-ac5e-0cc4aaccb6ea	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:58e04ebe-4083-4e50-ac5e-0cc4aaccb6ea	rpmexpand.com	9712294555	real property management expand	Portland	USA	PERMISSIVE	domain:rpmexpand.com
	A	91	Vancouver	USA	Real Property Management Authority		property_management	302 W 39th St Ste A	(360) 836-8478								overture:d47013dc-c3ed-44a7-81a9-34d59ae0517e	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.rpmauthority.com										Permissive	Qualification	https://explore.overturemaps.org/#id=d47013dc-c3ed-44a7-81a9-34d59ae0517e	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:d47013dc-c3ed-44a7-81a9-34d59ae0517e	rpmauthority.com	3608368478	real property management authority	Vancouver	USA	PERMISSIVE	domain:rpmauthority.com
	A	91	Hillsboro	USA	RoseCity Property Management Services		property_management	125 S 1st Ave 3732	9712452125								overture:b92996ad-25b5-494b-91b7-22619106ab9c	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.rosecitypm.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=b92996ad-25b5-494b-91b7-22619106ab9c	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:b92996ad-25b5-494b-91b7-22619106ab9c	rosecitypm.com	9712452125	rosecity property management services	Hillsboro	USA	PERMISSIVE	domain:rosecitypm.com
	A	91	Seattle	USA	RBI Property Management		property_management	1424 11th Ave Ste 400	2067557858								overture:bbb12ba6-a5dd-4ef9-8095-77a96a026e79	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://rbipropertymanagement.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=bbb12ba6-a5dd-4ef9-8095-77a96a026e79	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:bbb12ba6-a5dd-4ef9-8095-77a96a026e79	rbipropertymanagement.com	2067557858	rbi property management	Seattle	USA	PERMISSIVE	domain:rbipropertymanagement.com
	A	91	Seattle	USA	Prospector Property Management		property_management	3201 1st Ave S Ste 214	2065086366								overture:a69fcb20-69de-4959-a168-367d9b0c9d43	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://prospectorre.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=a69fcb20-69de-4959-a168-367d9b0c9d43	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:a69fcb20-69de-4959-a168-367d9b0c9d43	prospectorre.com	2065086366	prospector property management	Seattle	USA	PERMISSIVE	domain:prospectorre.com
	A	91	Edmonds	USA	Edmonds Property Management		property_management	51 W Dayton St Ste 208	(425) 744-1288								overture:5c3935ac-8d3c-4c3f-a9a5-58b7621db314	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.propertymanagementedmonds.com										High	Verified	https://explore.overturemaps.org/#id=5c3935ac-8d3c-4c3f-a9a5-58b7621db314	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:5c3935ac-8d3c-4c3f-a9a5-58b7621db314	propertymanagementedmonds.com	4257441288	edmonds property management	Edmonds	USA	HIGH	domain:propertymanagementedmonds.com
	A	91	Puyallup	USA	Property Management Group LLC		property_management	12815 Canyon Rd E Ste H	2532785800								overture:03df1efe-3795-4dbb-94eb-060d4a8a46f0	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.pmgrentalinfo.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=03df1efe-3795-4dbb-94eb-060d4a8a46f0	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:03df1efe-3795-4dbb-94eb-060d4a8a46f0	pmgrentalinfo.com	2532785800	property management group llc	Puyallup	USA	PERMISSIVE	domain:pmgrentalinfo.com
	A	91	Portland	USA	Peterkort Property Management		property_management	9755 SW Barnes Rd	+15035465632								overture:407c4cd3-45c0-46f0-9444-88e71a60b6e2	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.peterkort.com										Permissive	Qualification	https://explore.overturemaps.org/#id=407c4cd3-45c0-46f0-9444-88e71a60b6e2	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:407c4cd3-45c0-46f0-9444-88e71a60b6e2	peterkort.com	15035465632	peterkort property management	Portland	USA	PERMISSIVE	domain:peterkort.com
	A	91	Ocean Shores	USA	At The Beach Rentals		holiday_rental_home	881 Point Brown Ave NE	+13602894297								overture:e9d91646-e4b6-4430-9e1b-6890f35b8d56	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://oceanshoreswa.com/										High	Verified	https://explore.overturemaps.org/#id=e9d91646-e4b6-4430-9e1b-6890f35b8d56	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:e9d91646-e4b6-4430-9e1b-6890f35b8d56	oceanshoreswa.com	13602894297	at the beach rentals	Ocean Shores	USA	HIGH	domain:oceanshoreswa.com
	A	91	Edmonds	USA	Miller Laine Property Management		property_management	100 2nd Ave S Ste 200	4252505559								overture:317ea5a3-ee3b-4f2b-939e-33f61b1d81a4	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.millerlainepm.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=317ea5a3-ee3b-4f2b-939e-33f61b1d81a4	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:317ea5a3-ee3b-4f2b-939e-33f61b1d81a4	millerlainepm.com	4252505559	miller laine property management	Edmonds	USA	PERMISSIVE	domain:millerlainepm.com
	A	91	Mountain Home	USA	Anchor B Property Management		property_management	1410 American Legion Blvd	+12085901391								overture:12e36e9c-49f8-4b76-86d6-5afe71b3e000	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://klee4re.com										Permissive	Qualification	https://explore.overturemaps.org/#id=12e36e9c-49f8-4b76-86d6-5afe71b3e000	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:12e36e9c-49f8-4b76-86d6-5afe71b3e000	klee4re.com	12085901391	anchor b property management	Mountain Home	USA	PERMISSIVE	domain:klee4re.com
	A	91	Monroe	USA	REMAX Legacy Property Management		real_estate_agent	1129 W Main St	+14257378676								overture:47d8c44e-d178-45a8-9c30-b01bd4ab332e	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.isellsnohomishcounty.com										Permissive	Qualification	https://explore.overturemaps.org/#id=47d8c44e-d178-45a8-9c30-b01bd4ab332e	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:47d8c44e-d178-45a8-9c30-b01bd4ab332e	isellsnohomishcounty.com	14257378676	remax legacy property management	Monroe	USA	PERMISSIVE	domain:isellsnohomishcounty.com
	A	91	Redmond	USA	Junwell Property Management Company		property_management	7345 164th Ave NE	+18772513888								overture:b0a12aa5-1244-4daf-99db-514fca8b1a9f	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.formpropertysolutions.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=b0a12aa5-1244-4daf-99db-514fca8b1a9f	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:b0a12aa5-1244-4daf-99db-514fca8b1a9f	formpropertysolutions.com	18772513888	junwell property management company	Redmond	USA	PERMISSIVE	domain:formpropertysolutions.com
